canonical_dag_hash,graph_key,dag_text,tools,edges,tool_count,edge_count,read_count,edit_count,orchestrate_count,action_label,included_primary,source_files,declared_splits
f35bd89f91662653,b849f67ea96542b3,"escalate_case_to_human -> scan_system_for_malware, restart_service -> scan_system_for_malware, update_subscription_plan -> scan_system_for_malware",escalate_case_to_human;restart_service;update_subscription_plan;scan_system_for_malware,0->3;1->3;2->3,4,3,1,2,1,edit,True,dev.csv,val
d821e25a9e432573,1ba14638b056884e,"check_service_status -> create_support_ticket, create_support_ticket -> read_database_record, read_database_record -> read_user_profile, read_database_record -> route_task_by_condition, read_user_profile -> restart_service, restart_service -> route_task_by_condition",check_service_status;create_support_ticket;read_database_record;read_user_profile;restart_service;route_task_by_condition,0->1;1->2;2->3;2->5;3->4;4->5,6,6,3,2,1,read,True,dev.csv,val
ccfea4171f51e529,5bfb25504bc3f26b,"edit_username -> read_subscription_status, read_subscription_status -> restart_service, reset_user_password -> check_service_status, restart_service -> reset_user_password, write_database_record -> edit_username",write_database_record;edit_username;read_subscription_status;restart_service;reset_user_password;check_service_status,0->1;1->2;2->3;3->4;4->5,6,5,2,4,0,edit,True,dev.csv,val
064acfebd1388385,e3b7d30eb42d24d0,"check_service_status -> reset_user_password, read_access_logs -> read_subscription_status, read_subscription_status -> reset_user_password, route_task_by_condition -> check_service_status",read_access_logs;read_subscription_status;route_task_by_condition;check_service_status;reset_user_password,0->1;1->4;2->3;3->4,5,4,3,1,1,read,True,dev.csv,val
4526b63b3a60965d,79ed2429dc3915e8,"dispatch_message_to_usergroup -> escalate_case_to_human, edit_username -> dispatch_message_to_usergroup, read_subscription_status -> create_support_ticket, read_subscription_status -> edit_username, read_subscription_status -> update_subscription_plan",read_subscription_status;create_support_ticket;update_subscription_plan;edit_username;dispatch_message_to_usergroup;escalate_case_to_human,0->1;0->2;0->3;3->4;4->5,6,5,1,3,2,edit,True,dev.csv,val
3b6022e654ae4d06,c2117f341af44f19,"dispatch_message_to_usergroup -> route_task_by_condition, read_access_logs -> dispatch_message_to_usergroup, restart_service -> read_access_logs, route_task_by_condition -> edit_username",restart_service;read_access_logs;dispatch_message_to_usergroup;route_task_by_condition;edit_username,0->1;1->2;2->3;3->4,5,4,1,2,2,mixed,False,dev.csv,val
59dfa7364a8d7dce,ce4e2bd7bfd52eef,"route_task_by_condition -> dispatch_message_to_usergroup, route_task_by_condition -> read_database_record, route_task_by_condition -> read_subscription_status, route_task_by_condition -> restart_service",route_task_by_condition;read_database_record;restart_service;read_subscription_status;dispatch_message_to_usergroup,0->1;0->2;0->3;0->4,5,4,2,1,2,mixed,False,dev.csv,val
a6e2478611312ba0,498dbb65c4718fb0,"check_service_status -> dispatch_message_to_usergroup, dispatch_message_to_usergroup -> escalate_case_to_human, dispatch_message_to_usergroup -> route_task_by_condition, edit_username -> escalate_case_to_human, route_task_by_condition -> edit_username, write_database_record -> check_service_status",write_database_record;check_service_status;dispatch_message_to_usergroup;route_task_by_condition;edit_username;escalate_case_to_human,0->1;1->2;2->3;2->5;3->4;4->5,6,6,1,2,3,orchestrate,True,dev.csv,val
3933325815d91ae2,fc2f96e326cd949d,"read_database_record -> update_subscription_plan, update_subscription_plan -> check_service_status, update_subscription_plan -> escalate_case_to_human",read_database_record;update_subscription_plan;check_service_status;escalate_case_to_human,0->1;1->2;1->3,4,3,2,1,1,read,True,dev.csv,val
d34bf83b1467ac0f,9e50a082452956b4,"read_database_record -> edit_username, read_user_profile -> update_subscription_plan, restart_service -> edit_username, update_subscription_plan -> read_database_record",read_user_profile;update_subscription_plan;read_database_record;edit_username;restart_service,0->1;1->2;2->3;4->3,5,4,2,3,0,edit,True,dev.csv,val
74313d7da6de6971,f6a4b9afdd657ff5,"check_service_status -> dispatch_message_to_usergroup, read_subscription_status -> check_service_status, reset_user_password -> scan_system_for_malware, scan_system_for_malware -> dispatch_message_to_usergroup, scan_system_for_malware -> read_subscription_status, update_subscription_plan -> reset_user_password",update_subscription_plan;reset_user_password;scan_system_for_malware;read_subscription_status;check_service_status;dispatch_message_to_usergroup,0->1;1->2;2->3;2->5;3->4;4->5,6,6,3,2,1,read,True,dev.csv,val
555d3ecb8ff71a6b,8da45f3042646513,"read_subscription_status -> edit_username, read_subscription_status -> read_access_logs, read_subscription_status -> restart_service",read_subscription_status;edit_username;read_access_logs;restart_service,0->1;0->2;0->3,4,3,2,2,0,mixed,False,dev.csv,val
649c1cca346d4da1,8d1594ae06bc5f64,"dispatch_message_to_usergroup -> read_database_record, scan_system_for_malware -> read_database_record, write_database_record -> read_database_record",write_database_record;scan_system_for_malware;dispatch_message_to_usergroup;read_database_record,0->3;1->3;2->3,4,3,2,1,1,read,True,dev.csv,val
46e607e3e0438b59,4f85fbdbd01ae8fb,"restart_service -> read_subscription_status, restart_service -> route_task_by_condition",restart_service;route_task_by_condition;read_subscription_status,0->1;0->2,3,2,1,1,1,mixed,False,dev.csv,val
a92613a9ef812b45,61f6370aa0c882a7,"check_service_status -> escalate_case_to_human, create_support_ticket -> read_access_logs, read_access_logs -> check_service_status, route_task_by_condition -> escalate_case_to_human",create_support_ticket;read_access_logs;check_service_status;escalate_case_to_human;route_task_by_condition,0->1;1->2;2->3;4->3,5,4,2,1,2,mixed,False,dev.csv,val
383bccd3df3b0f60,bbf9f0313f3cb4d6,"edit_username -> reset_user_password, read_subscription_status -> edit_username, read_user_profile -> route_task_by_condition, reset_user_password -> read_user_profile, reset_user_password -> restart_service, route_task_by_condition -> restart_service",read_subscription_status;edit_username;reset_user_password;read_user_profile;route_task_by_condition;restart_service,0->1;1->2;2->3;2->5;3->4;4->5,6,6,2,3,1,edit,True,dev.csv,val
dbd61742a09d046a,f449444ff4a3e883,"route_task_by_condition -> reset_user_password, update_subscription_plan -> dispatch_message_to_usergroup, update_subscription_plan -> scan_system_for_malware, update_subscription_plan -> write_database_record, write_database_record -> route_task_by_condition",update_subscription_plan;scan_system_for_malware;dispatch_message_to_usergroup;write_database_record;route_task_by_condition;reset_user_password,0->1;0->2;0->3;3->4;4->5,6,5,1,3,2,edit,True,dev.csv,val
7d8909026ed8327f,74a7147055b7dbfe,"check_service_status -> restart_service, write_database_record -> check_service_status, write_database_record -> dispatch_message_to_usergroup, write_database_record -> read_subscription_status",write_database_record;read_subscription_status;dispatch_message_to_usergroup;check_service_status;restart_service,0->1;0->2;0->3;3->4,5,4,2,2,1,mixed,False,dev.csv,val
0550457e8360228d,4e66fbf5af794ab7,"create_support_ticket -> read_access_logs, read_access_logs -> escalate_case_to_human, read_access_logs -> write_database_record",create_support_ticket;read_access_logs;write_database_record;escalate_case_to_human,0->1;1->2;1->3,4,3,1,2,1,edit,True,dev.csv,val
b739c3e71674bef5,b34a12715f329a88,"create_support_ticket -> update_subscription_plan, edit_username -> update_subscription_plan, read_user_profile -> edit_username, reset_user_password -> read_user_profile",reset_user_password;read_user_profile;edit_username;update_subscription_plan;create_support_ticket,0->1;1->2;2->3;4->3,5,4,1,4,0,edit,True,dev.csv,val
4db159ef6fef531d,d6556e3d0dbf96c1,check_service_status,check_service_status,,1,0,1,0,0,read,True,dev.csv,val
631f106a261cdd31,1b9f49dc4b6f1d53,"read_access_logs -> create_support_ticket, read_access_logs -> read_database_record",read_access_logs;create_support_ticket;read_database_record,0->1;0->2,3,2,2,1,0,read,True,test_indomain.csv,test_indomain
55203c827cb85d0d,0aa6d18216ab2726,"create_support_ticket -> read_database_record, read_database_record -> edit_username, read_database_record -> update_subscription_plan, reset_user_password -> read_database_record",create_support_ticket;reset_user_password;read_database_record;update_subscription_plan;edit_username,0->2;1->2;2->3;2->4,5,4,1,4,0,edit,True,test_indomain.csv,test_indomain
ac095971c8ec4967,5ea9d7264d59ede2,"reset_user_password -> read_user_profile, reset_user_password -> update_subscription_plan",reset_user_password;update_subscription_plan;read_user_profile,0->1;0->2,3,2,1,2,0,edit,True,test_indomain.csv,test_indomain
6c2a90ddc358d65e,954a3f6414afcada,"check_service_status -> write_database_record, update_subscription_plan -> read_subscription_status, write_database_record -> update_subscription_plan",check_service_status;write_database_record;update_subscription_plan;read_subscription_status,0->1;1->2;2->3,4,3,2,2,0,mixed,False,test_indomain.csv,test_indomain
4e21d8d355d4e198,f116e39612a4f751,"dispatch_message_to_usergroup -> read_access_logs, route_task_by_condition -> read_access_logs",dispatch_message_to_usergroup;route_task_by_condition;read_access_logs,0->2;1->2,3,2,1,0,2,orchestrate,True,test_indomain.csv,test_indomain
f0b1ae19f793480c,d3b0c3b7707aa3a2,"dispatch_message_to_usergroup -> read_database_record, dispatch_message_to_usergroup -> read_subscription_status",dispatch_message_to_usergroup;read_subscription_status;read_database_record,0->1;0->2,3,2,2,0,1,read,True,test_indomain.csv,test_indomain
37d614add265103a,3417fcaeaf289d0c,"check_service_status -> read_subscription_status, restart_service -> read_subscription_status, scan_system_for_malware -> read_subscription_status",scan_system_for_malware;check_service_status;restart_service;read_subscription_status,0->3;1->3;2->3,4,3,3,1,0,read,True,test_indomain.csv,test_indomain
b946e97c6c16507d,cef636e902a0c609,"check_service_status -> restart_service, restart_service -> write_database_record, write_database_record -> edit_username",check_service_status;restart_service;write_database_record;edit_username,0->1;1->2;2->3,4,3,1,3,0,edit,True,test_indomain.csv,test_indomain
2233089af351507c,1f9b103122a86066,"check_service_status -> edit_username, restart_service -> edit_username, write_database_record -> edit_username",check_service_status;restart_service;write_database_record;edit_username,0->3;1->3;2->3,4,3,1,3,0,edit,True,test_indomain.csv,test_indomain
abeb1e761ce0371f,33eddac6d7400168,"check_service_status -> write_database_record, restart_service -> write_database_record, write_database_record -> edit_username",check_service_status;restart_service;write_database_record;edit_username,0->2;1->2;2->3,4,3,1,3,0,edit,True,test_indomain.csv,test_indomain
f4f0cfe1d0d33938,9937c42c078d8670,"escalate_case_to_human -> check_service_status, read_access_logs -> check_service_status, read_subscription_status -> escalate_case_to_human, write_database_record -> read_access_logs",write_database_record;read_access_logs;read_subscription_status;escalate_case_to_human;check_service_status,0->1;1->4;2->3;3->4,5,4,3,1,1,read,True,test_indomain.csv,test_indomain
6c4e90fb7239e52a,beda76a700a9b70c,"read_subscription_status -> create_support_ticket, read_subscription_status -> update_subscription_plan, reset_user_password -> read_subscription_status, route_task_by_condition -> read_subscription_status",reset_user_password;route_task_by_condition;read_subscription_status;create_support_ticket;update_subscription_plan,0->2;1->2;2->3;2->4,5,4,1,3,1,edit,True,test_indomain.csv,test_indomain
03e3588c50f3397e,b3edddbcf02be7a9,"read_access_logs -> reset_user_password, reset_user_password -> write_database_record",read_access_logs;reset_user_password;write_database_record,0->1;1->2,3,2,1,2,0,edit,True,test_indomain.csv,test_indomain
4c8aa73158046926,f347d751219fc7fb,"escalate_case_to_human -> update_subscription_plan, reset_user_password -> update_subscription_plan, restart_service -> update_subscription_plan",escalate_case_to_human;restart_service;reset_user_password;update_subscription_plan,0->3;1->3;2->3,4,3,0,3,1,edit,True,test_indomain.csv,test_indomain
b571da124733b844,525354444ed62658,"read_access_logs -> dispatch_message_to_usergroup, read_access_logs -> scan_system_for_malware",read_access_logs;scan_system_for_malware;dispatch_message_to_usergroup,0->1;0->2,3,2,2,0,1,read,True,test_indomain.csv,test_indomain
556ce77c7ee19ed9,2a097eef9c6588ee,"scan_system_for_malware -> write_database_record, update_subscription_plan -> scan_system_for_malware",update_subscription_plan;scan_system_for_malware;write_database_record,0->1;1->2,3,2,1,2,0,edit,True,test_indomain.csv,test_indomain
f06e8182af260c56,c36e51bdfb1e35d5,"check_service_status -> update_subscription_plan, read_user_profile -> update_subscription_plan, route_task_by_condition -> update_subscription_plan",check_service_status;read_user_profile;route_task_by_condition;update_subscription_plan,0->3;1->3;2->3,4,3,2,1,1,read,True,test_indomain.csv,test_indomain
6371fdee3478d54a,27d13db825ab0d11,"read_access_logs -> write_database_record, restart_service -> write_database_record",read_access_logs;restart_service;write_database_record,0->2;1->2,3,2,1,2,0,edit,True,test_indomain.csv,test_indomain
802df5acfb311f9a,649925ed65964346,"route_task_by_condition -> dispatch_message_to_usergroup, route_task_by_condition -> reset_user_password",route_task_by_condition;reset_user_password;dispatch_message_to_usergroup,0->1;0->2,3,2,0,1,2,orchestrate,True,test_indomain.csv,test_indomain
77be193efabdb786,5b0c68b5b762f506,"check_service_status -> route_task_by_condition, create_support_ticket -> check_service_status, read_subscription_status -> edit_username, route_task_by_condition -> read_subscription_status",create_support_ticket;check_service_status;route_task_by_condition;read_subscription_status;edit_username,0->1;1->2;2->3;3->4,5,4,2,2,1,mixed,False,test_indomain.csv,test_indomain
