query,dag_id,dag_text,tools,edges,source,topo_family,dag_hash
"Per Eve's request, approve Eve's access request and shelve Legal's outdated data and simultaneously enable the flag for staging-db-02 and invalidate ml-infer-05's cache, then converge and create a ticket about the HR issue.",10041,"approve_access -> enable_feature_flag, archive_data -> invalidate_cache, enable_feature_flag -> create_ticket, invalidate_cache -> create_ticket",approve_access;enable_feature_flag;archive_data;invalidate_cache;create_ticket,0->1;2->3;1->4;3->4,generated,w_shape,8dccbad853264b80
"Time to authorize Alice for prod-web-01 and move Legal's stale data to cold storage, and while you're at it, enable the flag for staging-db-02 and flush the cache on cdn-edge-06. When all of that's complete, file a bug about staging-db-02.",10041,"approve_access -> enable_feature_flag, archive_data -> invalidate_cache, enable_feature_flag -> create_ticket, invalidate_cache -> create_ticket",approve_access;enable_feature_flag;archive_data;invalidate_cache;create_ticket,0->1;2->3;1->4;3->4,generated,w_shape,8dccbad853264b80
"From Legal: set up an alert for prod-web-01's CPU usage and do a security check on payment-api-03. After those finish, file a bug about cdn-edge-06, and lastly plan maintenance on auth-svc-04 for Finance.",10042,"create_alert_rule -> create_ticket, create_ticket -> schedule_maintenance, scan_malware -> create_ticket",create_alert_rule;scan_malware;create_ticket;schedule_maintenance,0->2;1->2;2->3,generated,y_shape,d7799921918486f1
"Ticket INC-7733 says configure a threshold alert for cdn-edge-06 and run a malware sweep on auth-svc-04. Once both are done, file an incident report about auth-svc-04. End with book a maintenance window for prod-web-01.",10042,"create_alert_rule -> create_ticket, create_ticket -> schedule_maintenance, scan_malware -> create_ticket",create_alert_rule;scan_malware;create_ticket;schedule_maintenance,0->2;1->2;2->3,generated,y_shape,d7799921918486f1
"From Legal: define an alert on payment-api-03's error rate and sweep prod-web-01 for IOCs, merge everything and open a ticket for Bob, and lastly schedule maintenance for ml-infer-05.",10042,"create_alert_rule -> create_ticket, create_ticket -> schedule_maintenance, scan_malware -> create_ticket",create_alert_rule;scan_malware;create_ticket;schedule_maintenance,0->2;1->2;2->3,generated,y_shape,d7799921918486f1
"Per Alice's request, define an alert on prod-web-01's error rate and do a security check on auth-svc-04, then converge and create a ticket about the Marketing issue, and lastly queue a maintenance window for Legal.",10042,"create_alert_rule -> create_ticket, create_ticket -> schedule_maintenance, scan_malware -> create_ticket",create_alert_rule;scan_malware;create_ticket;schedule_maintenance,0->2;1->2;2->3,generated,y_shape,d7799921918486f1
"Do me a favor and kick off the CI/CD pipeline for HR, then sweep prod-web-01 for IOCs — in parallel, roll out the containerised app to auth-svc-04 and diagnose auth-svc-04.",10043,"run_pipeline -> scan_malware, scan_malware -> check_status, scan_malware -> deploy_container",run_pipeline;scan_malware;deploy_container;check_status,0->1;1->2;1->3,generated,inverted_y,dcce27d00c793024
"For the HR team, trigger a build for payment-api-03, and then investigate prod-web-01 for infections while also roll out the containerised app to auth-svc-04 and see what's going on with staging-db-02.",10043,"run_pipeline -> scan_malware, scan_malware -> check_status, scan_malware -> deploy_container",run_pipeline;scan_malware;deploy_container;check_status,0->1;1->2;1->3,generated,inverted_y,dcce27d00c793024
"Hey, can you execute the build pipeline for auth-svc-04, and then sweep payment-api-03 for IOCs, and while you're at it, deploy the container for Finance and verify ml-infer-05's health.",10043,"run_pipeline -> scan_malware, scan_malware -> check_status, scan_malware -> deploy_container",run_pipeline;scan_malware;deploy_container;check_status,0->1;1->2;1->3,generated,inverted_y,dcce27d00c793024
"The Engineering team needs us to trigger a build for staging-db-02. Once that's done, sweep cdn-edge-06 for IOCs, and while you're at it, push the container image for Finance and check if auth-svc-04 is up.",10043,"run_pipeline -> scan_malware, scan_malware -> check_status, scan_malware -> deploy_container",run_pipeline;scan_malware;deploy_container;check_status,0->1;1->2;1->3,generated,inverted_y,dcce27d00c793024
"We gotta set Eve up with read-write access — in parallel, deactivate the feature flag on auth-svc-04, reverse the charge on #42017, and switch on the flag for Finance. To wrap up, restart the main process on ml-infer-05.",10044,"assign_role -> disable_feature_flag, assign_role -> enable_feature_flag, assign_role -> process_refund, enable_feature_flag -> restart_service",assign_role;disable_feature_flag;process_refund;enable_feature_flag;restart_service,0->1;0->2;0->3;3->4,generated,multi_branch_independent,c696e4c714508f89
"We gotta add the reviewer role to Diana's account, and while you're at it, disable the flag on payment-api-03, process the payout for Bob, and turn on the feature flag for HR. Last step: reboot staging-db-02.",10044,"assign_role -> disable_feature_flag, assign_role -> enable_feature_flag, assign_role -> process_refund, enable_feature_flag -> restart_service",assign_role;disable_feature_flag;process_refund;enable_feature_flag;restart_service,0->1;0->2;0->3;3->4,generated,multi_branch_independent,c696e4c714508f89
"Quick one — set Alice up with read-write access while also shut down the feature on payment-api-03, give Grace their money back, and enable the flag for staging-db-02, and lastly bounce cdn-edge-06.",10044,"assign_role -> disable_feature_flag, assign_role -> enable_feature_flag, assign_role -> process_refund, enable_feature_flag -> restart_service",assign_role;disable_feature_flag;process_refund;enable_feature_flag;restart_service,0->1;0->2;0->3;3->4,generated,multi_branch_independent,c696e4c714508f89
"Urgent: assign the admin role to Charlie, and while you're at it, kill the feature toggle for Finance, push the refund through for #53698, and flip the feature toggle on for Engineering. Finally, cycle cdn-edge-06.",10044,"assign_role -> disable_feature_flag, assign_role -> enable_feature_flag, assign_role -> process_refund, enable_feature_flag -> restart_service",assign_role;disable_feature_flag;process_refund;enable_feature_flag;restart_service,0->1;0->2;0->3;3->4,generated,multi_branch_independent,c696e4c714508f89
"Hey, can you flush the cache on staging-db-02, followed by ship the new build to cdn-edge-06, and then email Alice the update. Finally, purge ml-infer-05's cached data.",10045,"deploy_container -> send_notification, invalidate_cache -> deploy_container, send_notification -> invalidate_cache",invalidate_cache;deploy_container;send_notification;invalidate_cache,0->1;1->2;2->3,generated,repeated_tool,3368e977a8da88dc
"I need you to invalidate ml-infer-05's cache, then get the container running on staging-db-02, and then shoot Alice an email, and lastly purge prod-web-01's cached data.",10045,"deploy_container -> send_notification, invalidate_cache -> deploy_container, send_notification -> invalidate_cache",invalidate_cache;deploy_container;send_notification;invalidate_cache,0->1;1->2;2->3,generated,repeated_tool,3368e977a8da88dc
"I need you to clear the cache for Engineering. Next, launch the docker deployment for HR, and then notify the Engineering team, and lastly bust the cache on staging-db-02.",10045,"deploy_container -> send_notification, invalidate_cache -> deploy_container, send_notification -> invalidate_cache",invalidate_cache;deploy_container;send_notification;invalidate_cache,0->1;1->2;2->3,generated,repeated_tool,3368e977a8da88dc
"Hey, can you wipe the cache layer for Finance, and then push the container image for Legal, then notify the Marketing team. Last step: purge prod-web-01's cached data.",10045,"deploy_container -> send_notification, invalidate_cache -> deploy_container, send_notification -> invalidate_cache",invalidate_cache;deploy_container;send_notification;invalidate_cache,0->1;1->2;2->3,generated,repeated_tool,3368e977a8da88dc
"Urgent: revoke the reviewer role from Diana, and then sweep ml-infer-05 for IOCs, then create a ticket about the Engineering issue, then configure a threshold alert for payment-api-03, and then set Diana up with read-write access, merge everything and query the database about #42017.",10046,"assign_role -> db_read, create_alert_rule -> assign_role, create_ticket -> create_alert_rule, create_ticket -> db_read, remove_role -> scan_malware, scan_malware -> create_ticket",remove_role;scan_malware;create_ticket;create_alert_rule;assign_role;db_read,0->1;1->2;2->3;3->4;4->5;2->5,generated,long_chain_branched,2524424ff47c4c72
"Bob reported an issue — remove the admin role from Alice, then run a malware sweep on payment-api-03, and then create a support case for Engineering. Once that's done, create a monitoring rule for prod-web-01. Once that's done, set Alice up with read-write access. After those finish, fetch #20891's info.",10046,"assign_role -> db_read, create_alert_rule -> assign_role, create_ticket -> create_alert_rule, create_ticket -> db_read, remove_role -> scan_malware, scan_malware -> create_ticket",remove_role;scan_malware;create_ticket;create_alert_rule;assign_role;db_read,0->1;1->2;2->3;3->4;4->5;2->5,generated,long_chain_branched,2524424ff47c4c72
"For the Engineering team, strip Diana's editor permission. After that, run a malware sweep on auth-svc-04, and then create a ticket about the Finance issue, and then set up an alert for auth-svc-04's CPU usage — then grant Bob the Finance manager role. Once both are done, read Eve's profile from the database.",10046,"assign_role -> db_read, create_alert_rule -> assign_role, create_ticket -> create_alert_rule, create_ticket -> db_read, remove_role -> scan_malware, scan_malware -> create_ticket",remove_role;scan_malware;create_ticket;create_alert_rule;assign_role;db_read,0->1;1->2;2->3;3->4;4->5;2->5,generated,long_chain_branched,2524424ff47c4c72
"Bob is asking us to revoke the reviewer role from Alice. Next, sweep auth-svc-04 for IOCs — then file a bug about auth-svc-04, followed by configure a threshold alert for ml-infer-05. Next, attach the operator role to Grace. After those finish, read Alice's profile from the database.",10046,"assign_role -> db_read, create_alert_rule -> assign_role, create_ticket -> create_alert_rule, create_ticket -> db_read, remove_role -> scan_malware, scan_malware -> create_ticket",remove_role;scan_malware;create_ticket;create_alert_rule;assign_role;db_read,0->1;1->2;2->3;3->4;4->5;2->5,generated,long_chain_branched,2524424ff47c4c72
"Do me a favor and get the container running on cdn-edge-06 while also create a virtual machine for Finance and move Engineering's stale data to cold storage, then converge and renew the TLS cert for auth-svc-04. To wrap up, register a DNS name for HR.",10047,"archive_data -> renew_certificate, deploy_container -> archive_data, deploy_container -> provision_vm, provision_vm -> renew_certificate, renew_certificate -> create_dns_record",deploy_container;provision_vm;archive_data;renew_certificate;create_dns_record,0->1;0->2;1->3;2->3;3->4,generated,asymmetric_fork_join,2cca80b7ec2e5342
